index,station_code,city_name,year,month,day,rainfall,period,quality,lat,long,station_name,month_name,date
15176,9151,Perth,2008,7,20,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,20-7-2008
15177,9151,Perth,2008,7,21,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,21-7-2008
15178,9151,Perth,2008,7,22,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,22-7-2008
15179,9151,Perth,2008,7,23,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,23-7-2008
15180,9151,Perth,2008,7,24,26.8,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,24-7-2008
15181,9151,Perth,2008,7,25,0.4,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,25-7-2008
15182,9151,Perth,2008,7,26,10.3,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,26-7-2008
15183,9151,Perth,2008,7,27,3.7,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,27-7-2008
15184,9151,Perth,2008,7,28,11.6,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,28-7-2008
15185,9151,Perth,2008,7,29,13.4,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,29-7-2008
15186,9151,Perth,2008,7,30,24.0,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,30-7-2008
15187,9151,Perth,2008,7,31,7.1,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,July,31-7-2008
15189,9151,Perth,2008,8,2,13.5,1.0,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,2-8-2008
15190,9151,Perth,2008,8,3,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,3-8-2008
15191,9151,Perth,2008,8,4,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,4-8-2008
15192,9151,Perth,2008,8,5,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,5-8-2008
15193,9151,Perth,2008,8,6,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,6-8-2008
15194,9151,Perth,2008,8,7,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,7-8-2008
15195,9151,Perth,2008,8,8,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,8-8-2008
15196,9151,Perth,2008,8,9,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,9-8-2008
15197,9151,Perth,2008,8,10,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,10-8-2008
15198,9151,Perth,2008,8,11,0.0,,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,August,11-8-2008
